country,pointKey,pointLabel,isSingleOperator,pointTpMapX,pointTpMapY,fromSystemLabel,fromInfrastructureTypeLabel,fromCountryKey,fromCountryLabel,fromDirectionKey,fromOperatorKey,fromBzKey,fromPointKey,toSystemLabel,toInfrastructureTypeLabel,toCountryKey,toCountryLabel,toOperatorKey,toOperatorLabel,toBzKey,toPointKey,toPointLabel,validFrom,validto,lastUpdateDateTime,id
LU,ITP-00113,GDLux (BE) / Bras Petange (LU),False,-52.51,-25.48,BeLux,Transmission,LU,Luxemburg,exit,LU-TSO-0001,BE-LUX------,ITP-00113,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-LUX------,ITP-00113,GDLux,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00113BeLuxLU-TSO-0001ITP-00113exitBeLuxBE-TSO-0001ITP-00113entry
LU,FNC-00213,Luxembourg Power Plants (LU),True,-51.0,-24.0,Final Consumers,Final Consumers,LU,Luxemburg,,,,,BeLux,Transmission,LU,Luxemburg,LU-TSO-0001,CREOS,BE-LUX------,FNC-00213,Creos Power Plants,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00213Final ConsumersBeLuxLU-TSO-0001FNC-00213entry
LU,FNC-00213,Luxembourg Power Plants (LU),True,-51.0,-24.0,BeLux,Transmission,LU,Luxemburg,exit,LU-TSO-0001,BE-LUX------,FNC-00213,Final Consumers,Final Consumers,LU,Luxemburg,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00213BeLuxLU-TSO-0001FNC-00213exitFinal Consumers
HU,DIS-00196,Aggregated Distribution (HU),True,13.05,-41.97,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,DIS-00196,Distribution,Distribution,HU,Hungary,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00196HungaryHU-TSO-0001DIS-00196exitDistribution
HU,ITP-00011,Dravaszerdahely,False,12.08,-48.79,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00011,Croatia,Transmission,HR,Croatia,HR-TSO-0001,Plinacro,HR---------,ITP-00011,Drávaszerdahely,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00011HungaryHU-TSO-0001ITP-00011exitCroatiaHR-TSO-0001ITP-00011entry
HU,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),False,17.93,-36.21,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00027,Slovakia,Transmission,SK,Slovakia,SK-TSO-0001,Eustream,SK---------,ITP-00027,Velké Zlievce,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00027HungaryHU-TSO-0001ITP-00027exitSlovakiaSK-TSO-0001ITP-00027entry
HU,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),False,17.93,-36.21,,,,,,,,,Slovakia,Transmission,SK,Slovakia,SK-TSO-0001,Eustream,SK---------,ITP-00027,Velké Zlievce,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00027HungaryHU-TSO-0002ITP-00027exitSlovakiaSK-TSO-0001ITP-00027entry
HU,ITP-00032,Csanadpalota,False,25.14,-47.02,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00032,RO_NTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO---------,ITP-00032,Csanadpalota,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00032HungaryHU-TSO-0001ITP-00032exitRO_NTSRO-TSO-0001ITP-00032entry
HU,ITP-00043,Mosonmagyarovar,False,6.15,-36.96,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00043,Austria,Transmission,AT,Austria,AT-TSO-0001,GCA,AT---------,ITP-00043,Mosonmagyarovar,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00043HungaryHU-TSO-0001ITP-00043exitAustriaAT-TSO-0001ITP-00043entry
HU,ITP-00055,Kiskundorozsma (HU>RS),False,22.06,-46.75,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00055,Transmission,Transmission,RS,Serbia,RS-TSO-0001,Srbijagas,,ITP-00055,Kiskundorozsma (HU>RS),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00055HungaryHU-TSO-0001ITP-00055exitTransmissionRS-TSO-0001ITP-00055entry
HU,ITP-00307,Beregdaróc 800 (HU) - Beregovo (UA) (HU>UA),False,34.5,-35.35,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-00307,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00307,Beregdaróc 800 (HU) - Beregovo (UA) (HU>UA),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00307HungaryHU-TSO-0001ITP-00307exitTransmissionUA-TSO-0001ITP-00307entry
HU,ITP-10006,VIP Bereg (HU) / VIP Bereg (UA),False,34.45,-33.87,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-10006,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-10006,VIP Bereg,,,Jan  6 2025  3:40AM,4InterconnectionsITP-10006HungaryHU-TSO-0001ITP-10006exitTransmissionUA-TSO-0001ITP-10006entry
HU,ITP-10013,Kiskundorozsma-2 (HU) / Horgos (RS),False,22.24,-47.07,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,ITP-10013,Transmission,Transmission,RS,Serbia,RS-TSO-0003,GASTRANS,,ITP-10013,Kiskundorozsma-2 (HU) / Horgos (RS),,,Jan  6 2025  3:40AM,4InterconnectionsITP-10013HungaryHU-TSO-0001ITP-10013exitTransmissionRS-TSO-0003ITP-10013entry
HU,PRD-00157,Production H-Gas MOL,False,13.83043581,-43.86802027,Production,Production,HU,Hungary,exit,HU-PSO-0001,,PRD-00157,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,PRD-00157,Production_L-Gas_MOL_(Entry),,,Jan  6 2025  3:40AM,4InterconnectionsPRD-00157ProductionHU-PSO-0001PRD-00157exitHungaryHU-TSO-0001PRD-00157entry
HU,PRD-00235,Exit for Blending (HU),True,16.8280799,-38.42133433,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,PRD-00235,Production,Production,HU,Hungary,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsPRD-00235HungaryHU-TSO-0001PRD-00235exitProduction
HU,PRD-00236,Aggregated Single Production (HU),True,14.76768865,-39.51201755,Production,Production,HU,Hungary,,,,,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,PRD-00236,Aggregated single production,,,Jan  6 2025  3:40AM,4InterconnectionsPRD-00236ProductionHungaryHU-TSO-0001PRD-00236entry
HU,UGS-00020,UGS-1-Aggregated Storage (HU),False,14.96035205,-43.2206932,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,UGS-00020,Storage,Storage,HU,Hungary,HU-SSO-0001,MFGT Storage,,UGS-00020,UGS-1-Aggregated Storage (HU),,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00020HungaryHU-TSO-0001UGS-00020exitStorageHU-SSO-0001UGS-00020entry
HU,UGS-00020,UGS-1-Aggregated Storage (HU),False,14.96035205,-43.2206932,Storage,Storage,HU,Hungary,exit,HU-SSO-0001,,UGS-00020,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,UGS-00020,UGS-1-Aggregated Storage HU (UGS>TSO),,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00020StorageHU-SSO-0001UGS-00020exitHungaryHU-TSO-0001UGS-00020entry
HU,UGS-00021,UGS-2-SZOREG (HU),False,16.4527682,-43.0550957,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,UGS-00021,Storage,Storage,HU,Hungary,HU-SSO-0002,MMBF Storage,,UGS-00021,UGS-2-SZOREG (HU),,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00021HungaryHU-TSO-0001UGS-00021exitStorageHU-SSO-0002UGS-00021entry
HU,UGS-00021,UGS-2-SZOREG (HU),False,16.4527682,-43.0550957,Storage,Storage,HU,Hungary,exit,HU-SSO-0002,,UGS-00021,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,UGS-00021,UGS-2-SZOREG (UGS>TSO),,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00021StorageHU-SSO-0002UGS-00021exitHungaryHU-TSO-0001UGS-00021entry
HU,VTP-00015,MGP,False,12.35,-45.49,,,,,,,,,Hungary,Transmission,HU,Hungary,,,HU---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00015HungaryHU-TSO-0001VTP-00015exitHungary
HU,VTP-00015,MGP,False,12.35,-45.49,Hungary,Transmission,HU,Hungary,,,HU---------,,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00015HungaryHungaryHU-TSO-0001VTP-00015entry
HU,UGS-00021,UGS-2-SZOREG (HU),False,16.4527682,-43.0550957,,,,,,,,,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,UGS-00021,UGS-2-SZOREG (UGS>TSO),,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00021StorageHU-SSO-0004UGS-00021exitHungaryHU-TSO-0001UGS-00021entry
HU,UGS-00021,UGS-2-SZOREG (HU),False,16.4527682,-43.0550957,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,UGS-00021,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00021HungaryHU-TSO-0001UGS-00021exitStorageHU-SSO-0004UGS-00021entry
HU,FNC-00200,Aggregated Final Consumers (HU),True,11.56,-41.55,Hungary,Transmission,HU,Hungary,exit,HU-TSO-0001,HU---------,FNC-00200,Final Consumers,Final Consumers,HU,Hungary,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00200HungaryHU-TSO-0001FNC-00200exitFinal Consumers
HR,FNC-00018,Final Consumers and Distribution (HR),False,-2.59,-50.72,Croatia,Transmission,HR,Croatia,exit,HR-TSO-0001,HR---------,FNC-00018,Final Consumers,Final Consumers,HR,Croatia,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00018CroatiaHR-TSO-0001FNC-00018exitFinal Consumers
HR,ITP-00011,Dravaszerdahely,False,12.08,-48.79,Croatia,Transmission,HR,Croatia,exit,HR-TSO-0001,HR---------,ITP-00011,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,ITP-00011,Drávaszerdahely (CR>HU),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00011CroatiaHR-TSO-0001ITP-00011exitHungaryHU-TSO-0001ITP-00011entry
HR,ITP-00042,Rogatec,False,-2.02,-46.96,Croatia,Transmission,HR,Croatia,exit,HR-TSO-0001,HR---------,ITP-00042,Slovenia,Transmission,SI,Slovenia,SI-TSO-0001,Plinovodi,SI---------,ITP-00042,Rogatec,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00042CroatiaHR-TSO-0001ITP-00042exitSloveniaSI-TSO-0001ITP-00042entry
HR,LNG-00032,Croatia LNG,False,-8.263811821,-51.56061479,LNG Terminals,LNG Terminals,HR,Croatia,exit,HR-LSO-0001,,LNG-00032,Croatia,Transmission,HR,Croatia,HR-TSO-0001,Plinacro,HR---------,LNG-00032,LNG Terminals,,,Jan  6 2025  3:40AM,4InterconnectionsLNG-00032LNG TerminalsHR-LSO-0001LNG-00032exitCroatiaHR-TSO-0001LNG-00032entry
HR,PRD-00197,Production (HR),False,-2.645344842,-53.30700845,Production,Production,HR,Croatia,,,,,Croatia,Transmission,HR,Croatia,HR-TSO-0001,Plinacro,HR---------,PRD-00197,Production,,,Jan  6 2025  3:40AM,4InterconnectionsPRD-00197ProductionCroatiaHR-TSO-0001PRD-00197entry
HR,UGS-00028,UGS Croatia,False,-3.98922525,-53.39589181,Croatia,Transmission,HR,Croatia,exit,HR-TSO-0001,HR---------,UGS-00028,Storage,Storage,HR,Croatia,HR-SSO-0001,PSP Ltd,,UGS-00028,UGS Croatia,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00028CroatiaHR-TSO-0001UGS-00028exitStorageHR-SSO-0001UGS-00028entry
HR,UGS-00028,UGS Croatia,False,-3.98922525,-53.39589181,Storage,Storage,HR,Croatia,exit,HR-SSO-0001,,UGS-00028,Croatia,Transmission,HR,Croatia,HR-TSO-0001,Plinacro,HR---------,UGS-00028,Storage,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00028StorageHR-SSO-0001UGS-00028exitCroatiaHR-TSO-0001UGS-00028entry
MD,ITP-00154,Ungheni,False,61.35,-40.38,Transmission,Transmission,MD,Moldavia,,,,,RO_NTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO---------,ITP-00154,Ungheni,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00154TransmissionRO_NTSRO-TSO-0001ITP-00154entry
MD,ITP-00429,Oleksiivka,False,57.61,-34.09,Transmission,Transmission,MD,Moldavia,exit,MD-TSO-0001,,ITP-00429,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00429,Oleksiivka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00429TransmissionMD-TSO-0001ITP-00429exitTransmissionUA-TSO-0001ITP-00429entry
MD,ITP-00440,GMS Caushany,False,69.48,-45.4,Transmission,Transmission,MD,Moldavia,exit,MD-TSO-0001,,ITP-00440,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00440,Kaushany,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00440TransmissionMD-TSO-0001ITP-00440exitTransmissionUA-TSO-0001ITP-00440entry
MD,ITP-00444,Lymanske (UA) / (MD),False,0.0,0.0,Transmission,Transmission,MD,Moldavia,exit,MD-TSO-0001,,ITP-00444,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00444,Lymanske,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00444TransmissionMD-TSO-0001ITP-00444exitTransmissionUA-TSO-0001ITP-00444entry
BG,FNC-00016,Aggregated exits NGTN (BG),False,56.25,-60.63,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,FNC-00016,Final Consumers,Final Consumers,BG,Bulgaria,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00016BulgariaBG-TSO-0001FNC-00016exitFinal Consumers
BG,FNC-00017,Aggregated exits GTNTT (BG),False,56.03,-60.63,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,FNC-00017,Final Consumers,Final Consumers,BG,Bulgaria,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00017BulgariaBG-TSO-0001FNC-00017exitFinal Consumers
BG,FNC-00207,Aggregated exits Bulgaria,False,49.39,-60.42,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,FNC-00207,Final Consumers,Final Consumers,BG,Bulgaria,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00207BulgariaBG-TSO-0001FNC-00207exitFinal Consumers
BG,ITP-00036,Kyustendil (BG) / Zidilovo (MK),False,33.71,-63.02,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00036,Transmission,Transmission,MK,North Macedonia,MK-TSO-0002,NOMAGAS,,ITP-00036,Kyustendil (BG) / Zidilovo (MK),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00036BulgariaBG-TSO-0001ITP-00036exitTransmissionMK-TSO-0002ITP-00036entry
BG,ITP-00041,Strandzha (BG) / Malkoclar (TR),False,57.5,-63.6,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00041,Transmission,Transmission,TR,Turkey,TR-TSO-0001,Botas,,ITP-00041,Strandzha (BG) / Malkoclar (TR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00041BulgariaBG-TSO-0001ITP-00041exitTransmissionTR-TSO-0001ITP-00041entry
BG,ITP-00058,Negru Voda I (RO) / Kardam (BG),False,63.5,-57.35,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00058,RO_NTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO---------,ITP-00058,Negru Voda I,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00058BulgariaBG-TSO-0001ITP-00058exitRO_NTSRO-TSO-0001ITP-00058entry
BG,ITP-00059,"Negru Voda II, III (RO) / Kardam (BG)",False,62.8,-57.35,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00059,RO_DTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO-TBP-----,ITP-00301,Negru Voda II,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00059BulgariaBG-TSO-0001ITP-00059exitRO_DTSRO-TSO-0001ITP-00301entry
BG,ITP-00059,"Negru Voda II, III (RO) / Kardam (BG)",False,62.8,-57.35,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00059,RO_DTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO-TBP-----,ITP-00302,Negru Voda III,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00059BulgariaBG-TSO-0001ITP-00059exitRO_DTSRO-TSO-0001ITP-00302entry
BG,ITP-00128,Kulata (BG) / Sidirokastron (GR),False,37.9,-65.4,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00128,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,ITP-00128,Kulata (BG) / Sidirokastron (GR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00128BulgariaBG-TSO-0001ITP-00128exitGreeceGR-TSO-0001ITP-00128entry
BG,ITP-00153,Ruse (BG) / Giurgiu (RO),False,52.56,-56.85,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00153,RO_NTS,Transmission,RO,Romania,RO-TSO-0001,Transgaz,RO---------,ITP-00153,Ruse (BG) / Giurgiu (RO),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00153BulgariaBG-TSO-0001ITP-00153exitRO_NTSRO-TSO-0001ITP-00153entry
BG,ITP-00529,Kireevo (BG) / Zaychar (RS),False,33.13,-56.97,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00529,Transmission,Transmission,RS,Serbia,RS-TSO-0003,GASTRANS,,ITP-00529,Kireevo (BG) / Zaychar (RS),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00529BulgariaBG-TSO-0001ITP-00529exitTransmissionRS-TSO-0003ITP-00529entry
BG,UGS-00019,GMS Chiren,True,39.64,-58.95,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,UGS-00019,Storage,Storage,BG,Bulgaria,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00019BulgariaBG-TSO-0001UGS-00019exitStorage
BG,UGS-00019,GMS Chiren,True,39.64,-58.95,Storage,Storage,BG,Bulgaria,,,,,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,UGS-00019,GMS Chiren,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00019StorageBulgariaBG-TSO-0001UGS-00019entry
BG,ITP-00275,Komotini - TAP / IGB,False,49.44,-66.27,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0003,BG-NGTS----,ITP-00275,Greece,Transmission,GR,Greece,AL-TSO-0001,TAP AG,GR---------,ITP-00275,Komotini,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00275BulgariaBG-TSO-0003ITP-00275exitGreeceAL-TSO-0001ITP-00275entry
BG,ITP-00276,Stara Zagora,False,50.3,-62.8,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00276,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0003,ICGB,BG-NGTS----,ITP-00276,Stara Zagora,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00276BulgariaBG-TSO-0001ITP-00276exitBulgariaBG-TSO-0003ITP-00276entry
BG,ITP-00276,Stara Zagora,False,50.3,-62.8,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0003,BG-NGTS----,ITP-00276,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,ITP-00276,Stara Zagora,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00276BulgariaBG-TSO-0003ITP-00276exitBulgariaBG-TSO-0001ITP-00276entry
BG,VTP-00046,IGB Virtual Trading Point/VTP (BG),True,49.7,-64.09,Bulgaria,Transmission,BG,Bulgaria,,,BG-NGTS----,,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0003,ICGB,BG-NGTS----,VTP-00046,IGB Virtual Trading Point ,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00046BulgariaBulgariaBG-TSO-0003VTP-00046entry
BG,VTP-00046,IGB Virtual Trading Point/VTP (BG),True,49.7,-64.09,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0003,BG-NGTS----,VTP-00046,Bulgaria,Transmission,BG,Bulgaria,,,BG-NGTS----,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00046BulgariaBG-TSO-0003VTP-00046exitBulgaria
BG,ITP-00134,Kalotina (BG)/ Dimitrovgrad (RS),False,35.77,-60.57,Bulgaria,Transmission,BG,Bulgaria,exit,BG-TSO-0001,BG-NGTS----,ITP-00134,Transmission,Transmission,RS,Serbia,RS-TSO-0004,TransportSrbija,,ITP-00134,Kalotina (BG)/ Dimitrovgrad (RS),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00134BulgariaBG-TSO-0001ITP-00134exitTransmissionRS-TSO-0004ITP-00134entry
BG,ITP-00450,Komotini-DESFA/ICGB (GR/BG),False,49.44,-66.27,Bulgaria,Transmission,BG,Bulgaria,,,BG-NGTS----,,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,ITP-00450,Komotini-DESFA/IGB,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00450BulgariaGreeceGR-TSO-0001ITP-00450entry
LV,FNC-00205,Latvia domestic consumption,False,52.82,35.8,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,FNC-00205,Final Consumers,Final Consumers,LV,Latvia,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00205Joint Bal Zone EE/LVLV-TSO-0001FNC-00205exitFinal Consumers
LV,ITP-00053,Karksi,False,57.91951176,44.86563868,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,ITP-00053,Joint Bal Zone EE/LV,Transmission,EE,Estonia,,,EE-LV------,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00053Joint Bal Zone EE/LVLV-TSO-0001ITP-00053exitJoint Bal Zone EE/LV
LV,ITP-00054,Kiemenai,False,43.29,29.65,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,ITP-00054,Lithuania,Transmission,LT,Lithuania,LT-TSO-0001,Amber Grid,LT---------,ITP-00054,Kiemenai,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00054Joint Bal Zone EE/LVLV-TSO-0001ITP-00054exitLithuaniaLT-TSO-0001ITP-00054entry
LV,ITP-00100,Korneti,False,63.9,43.23,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,ITP-00100,Transmission,Transmission,EE,Estonia,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00100Joint Bal Zone EE/LVLV-TSO-0001ITP-00100exitTransmission
LV,ITP-00493,Luhamaa,False,59.5,40.04,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,ITP-00493,Transmission,Transmission,EE,Estonia,EE-TSO-0001,Elering,,ITP-00493,Luhamaa,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00493Joint Bal Zone EE/LVLV-TSO-0001ITP-00493exitTransmissionEE-TSO-0001ITP-00493entry
LV,ITP-00493,Luhamaa,False,59.5,40.04,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,ITP-00493,Transmission,Transmission,RU,Russia,RU-TSO-0001,Gazprom,,ITP-00493,Luhamaa,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00493Joint Bal Zone EE/LVLV-TSO-0001ITP-00493exitTransmissionRU-TSO-0001ITP-00493entry
LV,UGS-00029,Incukalns (LV),True,41.26160892,34.0,Joint Bal Zone EE/LV,Transmission,LV,Latvia,exit,LV-TSO-0001,EE-LV------,UGS-00029,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00029Joint Bal Zone EE/LVLV-TSO-0001UGS-00029exitStorageLV-SSO-0001UGS-00029entry
LV,UGS-00029,Incukalns (LV),True,41.26160892,34.0,,,,,,,,,Joint Bal Zone EE/LV,Transmission,LV,Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,EE-LV------,UGS-00029,Incukalns - entry,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00029StorageLV-SSO-0001UGS-00029exitJoint Bal Zone EE/LVLV-TSO-0001UGS-00029entry
IT,DIS-00005,Distribution (IT),False,-20.0,-59.49,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,DIS-00005,Distribution,Distribution,IT,Italy,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00005ItalyIT-TSO-0001DIS-00005exitDistribution
IT,FNC-00005,Industrial Consumers (IT),False,-20.74,-59.47,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,FNC-00005,Final Consumers,Final Consumers,IT,Italy,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00005ItalyIT-TSO-0001FNC-00005exitFinal Consumers
IT,FNC-00006,Thermal Plants (IT),False,-22.19,-59.45,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,FNC-00006,Final Consumers,Final Consumers,IT,Italy,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00006ItalyIT-TSO-0001FNC-00006exitFinal Consumers
IT,ITP-00008,Melendugno - IT / TAP,False,12.5,-68.45,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,ITP-00008,Transmission,Transmission,AL,Albania,AL-TSO-0001,TAP AG,,ITP-00008,Melendugno ,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00008ItalyIT-TSO-0001ITP-00008exitTransmissionAL-TSO-0001ITP-00008entry
IT,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),False,-11.87,-45.01,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,ITP-00040,Austria,Transmission,AT,Austria,AT-TSO-0003,TAG,AT---------,ITP-00040,Arnoldstein,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00040ItalyIT-TSO-0001ITP-00040exitAustriaAT-TSO-0003ITP-00040entry
IT,ITP-00049,Gorizia (IT) /Šempeter (SI),False,-12.17,-48.18,Italy,Transmission,IT,Italy,exit,IT-TSO-0001,IT---------,ITP-00049,Slovenia,Transmission,SI,Slovenia,SI-TSO-0001,Plinovodi,SI---------,ITP-00049,Gorizia_Sempeter,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00049ItalyIT-TSO-0001ITP-00049exitSloveniaSI-TSO-0001ITP-00049entry
